     5.61011     -4.55296
      5.7052     -6.68756
     5.80028     -8.82238
     5.89537     -10.7994
     5.99046     -12.4618
     6.08554     -13.7007
     6.18063     -14.4303
     6.27572     -14.6159
      6.3708      -14.239
     6.46589     -13.3305
     6.56098      -11.932
     6.65606     -10.1379
     6.75115     -8.04963
     6.84624     -5.82103
     6.94132     -3.57256
     7.03641     -1.46686
      7.1315     0.340206
     7.22658      1.58653
     7.32167       2.2939
     7.41676       2.7575
     7.51184       3.1688
     7.60693      3.53415
     7.70202      3.81084
      7.7971      4.03346
     7.89219      4.20341
     7.98727      4.33989
     8.08236      4.44413
     8.17745      4.52795
     8.27253      4.59183
     8.36762      4.64339
     8.46271      4.68258
     8.55779      4.71437
     8.65288      4.73847
     8.74797      4.75811
     8.84305      4.77298
     8.93814      4.78513
     9.03323      4.79434
     9.12831      4.80187
      9.2234      4.80763
     9.31849      4.81229
     9.41357      4.81593
     9.50866      4.81881
     9.60375      4.82116
     9.69883      4.82293
     9.79392       4.8245
     9.88901      4.82556
     9.98409      4.82666
     10.0792      4.82728
     10.1743      4.82809
     10.2694      4.82843
     10.3644      4.82908
     10.4595      4.82924
     10.5546      4.82979
     10.6497      4.82983
     10.7448      4.83034
     10.8399      4.83029
      10.935      4.83077
       11.03      4.83068
     11.1251      4.83115
     11.2202      4.83101
     11.3153      4.83149
     11.4104      4.83133
     11.5055      4.83181
     11.6006      4.83162
     11.6957      4.83211
     11.7907      4.83191
     11.8858      4.83241
     11.9809       4.8322
      12.076       4.8327
     12.1711      4.83248
     12.2662      4.83299
     12.3613      4.83276
     12.4563      4.83328
     12.5514      4.83304
     12.6465      4.83357
     12.7416      4.83332
     12.8367      4.83385
     12.9318       4.8336
     13.0269      4.83413
      13.122      4.83387
      13.217      4.83441
     13.3121      4.83414
     13.4072      4.83468
     13.5023      4.83441
     13.5974      4.83494
     13.6925      4.83466
     13.7876       4.8352
     13.8826      4.83492
     13.9777      4.83545
     14.0728      4.83516
     14.1679      4.83569
      14.263      4.83541
     14.3581      4.83593
     14.4532      4.83564
     14.5483      4.83616
     14.6433      4.83588
     14.7384      4.83639
     14.8335      4.83611
     14.9286      4.83662
     15.0237      4.83633
     15.1188      4.83684
     15.2139      4.83656
     15.3089      4.83706
      15.404      4.83678
     15.4991      4.83727
     15.5942      4.83701
     15.6893      4.83749
     15.7844      4.83723
     15.8795       4.8377
     15.9745      4.83744
     16.0696       4.8379
     16.1647      4.83765
     16.2598      4.83809
     16.3549      4.83784
       16.45      4.83826
     16.5451        4.838
     16.6402      4.83838
     16.7352      4.83812
     16.8303      4.83845
     16.9254      4.83815
     17.0205       4.8384
     17.1156      4.83805
     17.2107      4.83818
     17.3058      4.83773
     17.4008      4.83768
     17.4959      4.83705
      17.591      4.83671
     17.6861      4.83578
     17.7812      4.83498
     17.8763      4.83356
     17.9714      4.83204
     18.0665       4.8298
     18.1615      4.82713
     18.2566      4.82355
     18.3517      4.81903
     18.4468      4.81323
     18.5419      4.80575
      18.637      4.79635
     18.7321      4.78408
     18.8271      4.76878
     18.9222      4.74872
     19.0173      4.72378
     19.1124      4.69111
     19.2075      4.65043
     19.3026      4.59719
     19.3977      4.53076
     19.4928      4.44392
     19.5878      4.33539
     19.6829      4.19371
      19.778      4.01658
     19.8731      3.78518
     19.9682      3.49647
     20.0633      3.11737
     20.1584      2.70405
     20.2534      2.21631
     20.3485      1.43715
     20.4436    0.0808665
     20.5387     -1.79428
     20.6338     -3.93512
     20.7289     -6.19075
      20.824     -8.40453
     20.9191     -10.4527
     21.0141     -12.1853
     21.1092     -13.5054
     21.2043     -14.3241

           0      1.42346
   0.0950866      1.47022
    0.190173      1.57718
     0.28526      1.75351
    0.380346      1.95947
    0.475433        2.239
     0.57052      2.49627
    0.665606      2.74183
    0.760693      2.93917
    0.855779      3.10279
    0.950866      3.18151
     1.04595      3.21061
     1.14104      3.14083
     1.23613      3.02531
     1.33121      2.81854
      1.4263      2.59615
     1.52139       2.3139
     1.61647      2.03565
     1.71156       1.7591
     1.80665      1.53166
     1.90173      1.31551
     1.99682      1.19554
     2.09191      1.12573
     2.18699       1.2057
     2.28208      1.29844
     2.37717      1.56846
     2.47225      1.73379
     2.56734      1.98932
     2.66242      2.27172
     2.75751      2.56737
      2.8526      2.75225
     2.94768      2.97639
     3.04277      3.04638
     3.13786      3.13264
     3.23294      3.05429
     3.32803       2.9926
     3.42312      2.77406
      3.5182      2.59313
     3.61329      2.30062
     3.70838      2.02456
     3.80346      1.74155
     3.89855       1.5958
     3.99364      1.30579
     4.08872      1.21327
     4.18381      1.09916
      4.2789      1.17975
     4.37398      1.27222
     4.46907      1.49283
     4.56416      1.70007
     4.65924      1.99162
     4.75433      2.24037
     4.84942      2.53885
      4.9445       2.7476
     5.03959      2.96703
     5.13468      3.06758
     5.22976      3.14933
     5.32485      3.10661
     5.41994      3.03919
     5.51502      2.85992
     5.61011      2.67301
      5.7052      2.42163
     5.80028      2.17765
     5.89537      1.90311
     5.99046      1.70016
     6.08554      1.53604
     6.18063       1.4465
     6.27572      1.39782
      6.3708      1.48362
     6.46589      1.56532
     6.56098       1.7584
     6.65606      1.92839
     6.75115      2.22437
     6.84624      2.47727
     6.94132      2.77059
     7.03641      3.01825
      7.1315      3.29154
     7.22658      3.50365
     7.32167      3.73358
     7.41676       3.8969
     7.51184      4.07629
     7.60693      4.19165
     7.70202      4.32547
      7.7971      4.40102
     7.89219      4.49903
     7.98727      4.54481
     8.08236      4.61635
     8.17745      4.64136
     8.27253      4.69432
     8.36762      4.71121
     8.46271      4.74563
     8.55779      4.75813
     8.65288      4.77897
     8.74797      4.78809
     8.84305      4.80043
     8.93814      4.80717
     9.03323      4.81426
     9.12831      4.81932
      9.2234      4.82317
     9.31849      4.82703
     9.41357      4.82897
     9.50866      4.83196
     9.60375      4.83269
     9.69883      4.83511
     9.79392      4.83512
     9.88901      4.83715
     9.98409      4.83671
     10.0792      4.83849
     10.1743       4.8378
     10.2694      4.83939
     10.3644      4.83854
     10.4595      4.84002
     10.5546      4.83909
     10.6497      4.84083
     10.7448       4.8395
     10.8399      4.84161
      10.935      4.83985
       11.03      4.84228
     11.1251      4.84044
     11.2202      4.84288
     11.3153      4.84105
     11.4104      4.84342
     11.5055      4.84168
     11.6006      4.84394
     11.6957      4.84224
     11.7907      4.84444
     11.8858      4.84281
     11.9809      4.84491
      12.076      4.84332
     12.1711      4.84539
     12.2662      4.84386
     12.3613      4.84585
     12.4563      4.84434
     12.5514       4.8463
     12.6465      4.84485
     12.7416      4.84675
     12.8367      4.84531
     12.9318      4.84719
     13.0269      4.84579
      13.122      4.84763
      13.217      4.84622
     13.3121      4.84805
     13.4072      4.84668
     13.5023      4.84847
     13.5974      4.84709
     13.6925      4.84888
     13.7876      4.84753
     13.8826      4.84928
     13.9777      4.84792
     14.0728      4.84967
     14.1679      4.84833
      14.263      4.85006
     14.3581      4.84869
     14.4532      4.85044
     14.5483      4.84909
     14.6433      4.85082
     14.7384      4.84944
     14.8335       4.8512
     14.9286      4.84982
     15.0237      4.85157
     15.1188      4.85015
     15.2139      4.85194
     15.3089      4.85052
      15.404      4.85231
     15.4991      4.85084
     15.5942      4.85268
     15.6893       4.8512
     15.7844      4.85306
     15.8795      4.85151
     15.9745      4.85343
     16.0696      4.85185
     16.1647       4.8538
     16.2598      4.85212
     16.3549      4.85415
       16.45       4.8524
     16.5451      4.85447
     16.6402      4.85258
     16.7352      4.85473
     16.8303      4.85272
     16.9254      4.85491
     17.0205      4.85265
     17.1156      4.85491
     17.2107      4.85238
     17.3058      4.85464
     17.4008      4.85163
     17.4959      4.85391
      17.591      4.85024
     17.6861      4.85239
     17.7812      4.84778
     17.8763      4.84957
     17.9714      4.84442
     18.0665      4.84459
     18.1615      4.83855
     18.2566      4.83603
     18.3517      4.83259
     18.4468      4.82798
     18.5419      4.82361
      18.637      4.81567
     18.7321      4.80941
     18.8271      4.79612
     18.9222      4.78737
     19.0173      4.76527
     19.1124      4.75322
     19.2075      4.71931
     19.3026      4.70048
     19.3977      4.65432
     19.4928      4.61979
     19.5878      4.55562
     19.6829       4.4982
      19.778      4.40812
     19.8731      4.31915
     19.9682      4.19296
     20.0633      4.06236
     20.1584      3.89056
     20.2534      3.71036
     20.3485      3.48831
     20.4436      3.25803
     20.5387      2.99504
     20.6338      2.73049
     20.7289      2.45649
      20.824      2.18712
     20.9191      1.91812
     21.0141      1.72417
     21.1092      1.56931
     21.2043      1.47322



