           0     -52.3254
   0.0950866      -51.906
    0.190173     -50.5885
     0.28526     -48.2532
    0.380346     -44.7284
    0.475433     -39.8109
     0.57052     -34.2156
    0.665606     -28.3325
    0.760693     -21.7132
    0.855779     -14.6318
    0.950866     -6.36475
     1.04595     -1.32727
     1.14104     -5.99162
     1.23613     -14.2611
     1.33121     -21.5936
      1.4263     -28.2592
     1.52139     -34.2862
     1.61647     -39.9923
     1.71156     -44.8075
     1.80665      -48.434
     1.90173     -50.8529
     1.99682     -52.3147
     2.09191     -52.8158
     2.18699     -52.4847
     2.28208     -51.1819
     2.37717     -48.9548
     2.47225     -45.5143
     2.56734     -40.8846
     2.66242     -35.2443
     2.75751     -29.3112
      2.8526     -22.6903
     2.94768     -15.6078
     3.04277     -7.24662
     3.13786     -1.83043
     3.23294      -6.2187
     3.32803     -14.4998
     3.42312     -21.7776
      3.5182     -28.4382
     3.61329     -34.4574
     3.70838      -40.169
     3.80346     -44.9683
     3.89855     -48.5743
     3.99364     -50.9625
     4.08872     -52.3924
     4.18381     -52.8544
      4.2789     -52.4835
     4.37398     -51.1462
     4.46907     -48.8864
     4.56416      -45.418
     4.65924     -40.7645
     4.75433     -35.1193
     4.84942     -29.1773
      4.9445     -22.5462
     5.03959     -15.4182
     5.13468     -7.04804
     5.22976     -1.92193
     5.32485     -7.74543
     5.41994       -16.02
     5.51502       -22.89
     5.61011       -29.46
      5.7052      -35.213
     5.80028     -40.7983
     5.89537     -45.4793
     5.99046     -48.7934
     6.08554     -50.9348
     6.18063      -52.094
     6.27572      -52.353
      6.3708     -51.7151
     6.46589      -50.211
     6.56098     -47.7022
     6.65606     -44.0347
     6.75115     -39.0183
     6.84624     -33.5527
     6.94132     -27.6102
     7.03641     -21.0178
      7.1315      -13.641
     7.22658      -5.4673
     7.32167     -1.02979
     7.41676     0.544552
     7.51184      1.01896
     7.60693      1.98109
     7.70202      2.66711
      7.7971      3.19794
     7.89219      3.58325
     7.98727      3.87901
     8.08236      4.10223
     8.17745      4.26885
     8.27253      4.40188
     8.36762      4.49508
     8.46271      4.57711
     8.55779      4.62759
     8.65288      4.67839
     8.74797      4.70592
     8.84305      4.73595
     8.93814      4.75246
     9.03323      4.77017
     9.12831      4.78022
      9.2234      4.79039
     9.31849      4.79684
     9.41357      4.80212
     9.50866      4.80672
     9.60375       4.8092
     9.69883      4.81262
     9.79392      4.81325
     9.88901      4.81616
     9.98409      4.81571
     10.0792      4.81829
     10.1743      4.81717
     10.2694      4.81945
     10.3644      4.81807
     10.4595       4.8202
     10.5546      4.81861
     10.6497      4.82081
     10.7448      4.81896
     10.8399      4.82116
      10.935      4.81918
       11.03      4.82138
     11.1251      4.81935
     11.2202      4.82153
     11.3153      4.81946
     11.4104      4.82157
     11.5055      4.81958
     11.6006       4.8216
     11.6957      4.81968
     11.7907      4.82163
     11.8858      4.81978
     11.9809      4.82167
      12.076      4.81988
     12.1711      4.82173
     12.2662         4.82
     12.3613       4.8218
     12.4563       4.8201
     12.5514      4.82187
     12.6465      4.82023
     12.7416      4.82195
     12.8367      4.82034
     12.9318      4.82204
     13.0269      4.82046
      13.122      4.82213
      13.217      4.82057
     13.3121      4.82223
     13.4072      4.82069
     13.5023      4.82232
     13.5974       4.8208
     13.6925      4.82242
     13.7876      4.82091
     13.8826      4.82252
     13.9777      4.82101
     14.0728      4.82261
     14.1679      4.82111
      14.263      4.82271
     14.3581       4.8212
     14.4532       4.8228
     14.5483       4.8213
     14.6433      4.82289
     14.7384      4.82137
     14.8335      4.82298
     14.9286      4.82146
     15.0237      4.82308
     15.1188      4.82153
     15.2139      4.82317
     15.3089       4.8216
      15.404      4.82326
     15.4991      4.82166
     15.5942      4.82335
     15.6893      4.82173
     15.7844      4.82345
     15.8795      4.82177
     15.9745      4.82354
     16.0696      4.82181
     16.1647      4.82362
     16.2598      4.82182
     16.3549      4.82367
       16.45       4.8218
     16.5451      4.82369
     16.6402      4.82171
     16.7352      4.82364
     16.8303      4.82154
     16.9254      4.82348
     17.0205      4.82121
     17.1156      4.82313
     17.2107      4.82064
     17.3058      4.82246
     17.4008      4.81966
     17.4959      4.82126
      17.591      4.81804
     17.6861      4.81915
     17.7812      4.81534
     17.8763      4.81533
     17.9714       4.8109
     18.0665      4.80898
     18.1615      4.80356
     18.2566      4.79842
     18.3517      4.79148
     18.4468      4.78088
     18.5419       4.7715
      18.637      4.75166
     18.7321       4.7377
     18.8271      4.70278
     18.9222      4.68156
     19.0173      4.62053
     19.1124      4.58661
     19.2075      4.48066
     19.3026      4.41392
     19.3977      4.24187
     19.4928       4.1044
     19.5878      3.83001
     19.6829      3.56677
      19.778      3.10838
     19.8731      2.61692
     19.9682      1.80725
     20.0633     0.959757
     20.1584     0.406249
     20.2534     -1.48204
     20.3485     -6.68127
     20.4436     -15.0388
     20.5387     -22.1288
     20.6338     -28.6909
     20.7289     -34.4621
      20.824     -39.9285
     20.9191     -44.7284
     21.0141     -48.1799
     21.1092     -50.4957
     21.2043     -51.8451

           0     -14.6049
   0.0950866     -14.3216
    0.190173     -13.4986
     0.28526     -12.1756
    0.380346     -10.4452
    0.475433     -8.42061
     0.57052     -6.26365
    0.665606     -4.12773
    0.760693     -2.18268
    0.855779    -0.622267
    0.950866     0.344696
     1.04595     0.633979
     1.14104     0.326884
     1.23613    -0.648389
     1.33121     -2.22557
      1.4263     -4.19305
     1.52139     -6.35418
     1.61647     -8.53487
     1.71156     -10.5847
     1.80665     -12.3438
     1.90173     -13.6999
     1.99682     -14.5619
     2.09191      -14.887
     2.18699     -14.6501
     2.28208     -13.8711
     2.37717     -12.5887
     2.47225     -10.8882
     2.56734     -8.87942
     2.66242     -6.71768
     2.75751     -4.55916
      2.8526     -2.57087
     2.94768     -0.94858
     3.04277     0.107143
     3.13786     0.467095
     3.23294     0.195093
     3.32803    -0.768178
     3.42312     -2.32803
      3.5182     -4.27815
     3.61329      -6.4269
     3.70838     -8.59717
     3.80346     -10.6392
     3.89855     -12.3892
     3.99364      -13.737
     4.08872     -14.5886
     4.18381     -14.9042
      4.2789     -14.6568
     4.37398       -13.87
     4.46907     -12.5798
     4.56416     -10.8758
     4.65924      -8.8632
     4.75433     -6.70258
     4.84942     -4.54352
      4.9445     -2.56161
     5.03959    -0.942096
     5.13468     0.117832
     5.22976     0.455518
     5.32485      0.10384
     5.41994    -0.970684
     5.51502     -2.58383
